Name,Year,Price,Car_Age
Audi A4 New 2.0 TDI Multitronic,2012,10.25,13
Ford Endeavour Titanium 4X2,2019,27.36,6
Ford Ecosport 1.5 Ti VCT MT Titanium,2013,6.5,12
Hyundai Grand i10 Magna,2016,4.25,9
Chevrolet Sail 1.2 LS,2014,5.5,11
Maruti Swift Dzire LXI,2015,4.0,10
Tata Zest Revotron 1.2T XM,2017,4.65,8
Mercedes-Benz New C-Class C 220 CDI Avantgarde,2015,28.5,10
Chevrolet Cruze LTZ,2014,7.11,11
Maruti Ritz VDi,2013,3.9,12
Hyundai Grand i10 1.2 Kappa Sportz Option,2017,5.6,8
Maruti Dzire LDI,2012,2.25,13
Hyundai Verna 1.6 SX,2011,3.9,14
Jaguar XF Diesel,2014,28.63,11
Skoda Superb Elegance 1.8 TSI AT,2013,7.25,12
Maruti Wagon R LXI,2006,2.0,19
Volkswagen Polo Petrol Highline 1.2L,2011,3.5,14
Honda Civic 2010-2013 1.8 S MT,2011,5.0,14
Maruti Wagon R VXI,2014,3.45,11
Maruti Swift Dzire VDI,2013,4.5,12
Hyundai Creta 1.6 SX Plus Petrol Automatic,2018,14.36,7
Hyundai Grand i10 Asta,2016,5.5,9
Nissan Micra Diesel XV Premium,2013,3.0,12
Hyundai Grand i10 1.2 Kappa Asta,2017,6.08,8
Volkswagen Vento Diesel Highline,2013,5.0,12
Toyota Fortuner 4x2 AT,2015,20.25,10
Toyota Innova Crysta 2.8 GX AT,2018,18.0,7
Mercedes-Benz A Class A180 CDI,2015,17.5,10
Hyundai EON D Lite,2013,2.1,12
Hyundai Elantra CRDi SX,2012,7.5,13
Mini Cooper 3 DOOR D,2015,24.77,10
Renault Duster 110PS Diesel RXZ Option,2015,8.65,10
Ford Endeavour 3.2 Titanium AT 4X4,2019,35.5,6
Toyota Corolla Altis GL MT,2014,10.5,11
Mahindra XUV500 W7,2018,13.0,7
BMW 7 Series 730Ld Design Pure Excellence CBU,2012,26.5,13
Maruti Wagon R LX BSIII,2004,1.4,21
Honda City i VTEC SV,2017,7.51,8
Maruti Swift VDI,2014,4.3,11
Honda City i-VTEC CVT VX,2015,8.95,10
Maruti Ertiga VDI,2015,6.91,10
Renault Duster 110PS Diesel RxZ,2016,9.75,9
Maruti Swift Dzire VDi,2010,4.0,15
Maruti Ritz VDi,2011,3.65,14
Mahindra XUV500 W8 4WD,2013,10.75,12
Honda Brio S MT,2015,4.51,10
Mercedes-Benz M-Class ML 350 4Matic,2016,49.22,9
Tata Manza Club Class Quadrajet90 LS,2014,3.7,11
Toyota Innova 2.5 V Diesel 7-seater,2014,12.99,11
Maruti Swift VXI,2015,4.15,10
Hyundai Verna 1.6 EX VTVT,2012,4.4,13
Honda Mobilio S i VTEC,2015,4.25,10
Honda Amaze S i-Vtech,2017,4.25,8
Honda City i-VTEC CVT VX,2017,7.7,8
Land Rover Range Rover 2.2L Dynamic,2015,39.75,10
Honda City i-VTEC V,2017,8.5,8
Mercedes-Benz E-Class 280 Elegance,2008,7.0,17
Ford Ikon 1.3 Flair,2002,0.8,23
Toyota Fortuner 4x2 Manual,2013,15.25,12
Maruti A-Star Vxi,2008,2.25,17
Tata Sumo EX,2016,4.85,9
Honda City V AT,2012,6.42,13
Nissan Micra XV D,2012,2.5,13
Hyundai Verna SX CRDi AT,2011,5.75,14
Maruti 800 Std,2003,0.5,22
Mahindra XUV500 W8 4WD,2015,11.52,10
Maruti SX4 VDI,2014,4.5,11
Hyundai i20 Sportz AT 1.4,2013,4.75,12
Hyundai Creta 1.6 CRDi SX,2019,13.54,6
Mercedes-Benz E-Class E250 CDI Avantgrade,2015,23.41,10
Toyota Fortuner 4x2 AT,2013,19.25,12
Volvo S60 D4 KINETIC,2015,20.0,10
Mercedes-Benz E-Class 2009-2013 E250 CDI Avantgarde,2011,13.0,14
Honda Accord 2.4 Elegance M/T,2010,3.99,15
Honda Amaze S i-Dtech,2015,4.65,10
Maruti Dzire ZDI,2013,4.65,12
Maruti Swift LXI,2013,3.15,12
Toyota Corolla Altis G HV AT,2013,8.25,12
Land Rover Range Rover Vogue SE 4.4 SDV8,2012,65.0,13
Maruti Swift VDI,2012,4.5,13
Jeep Compass 2.0 Limited Option 4X4,2017,17.5,8
Maruti Swift VXI BSIV,2016,4.31,9
Honda Jazz 1.2 SV i VTEC,2016,6.2,9
Volkswagen Polo Petrol Trendline 1.2L,2011,3.32,14
Honda Civic 2006-2010 1.8 V AT,2011,3.75,14
Toyota Etios G SP,2013,4.7,12
Hyundai Verna 1.6 SX VTVT,2016,6.5,9
Toyota Innova 2.5 G4 Diesel 8-seater,2009,7.25,16
Maruti SX4 S Cross DDiS 320 Zeta,2016,8.94,9
Ford Freestyle Titanium Plus Petrol,2018,7.34,7
Maruti Baleno Alpha 1.2,2016,6.9,9
Honda Jazz V,2016,5.9,9
Hyundai Verna 1.6 CRDi EX AT,2013,6.75,12
Honda Amaze VX i-DTEC,2014,4.1,11
Audi Q3 30 TDI Premium FWD,2017,27.0,8
Skoda Rapid 2013-2016 1.6 MPI Ambition,2014,4.5,11
Audi A4 2.0 TDI 177 Bhp Premium Plus,2013,14.5,12
Maruti Swift Dzire VDI,2014,5.25,11
Tata Indica Vista Quadrajet LS,2012,1.2,13
Toyota Innova 2.5 G (Diesel) 8 Seater,2006,4.95,19
Renault Duster 110PS Diesel RxZ Plus,2013,7.5,12
Mercedes-Benz E-Class E400 Cabriolet,2015,48.0,10
Honda Amaze S i-Dtech,2015,4.45,10
Mercedes-Benz GLE 350d,2018,59.65,7
Maruti Ritz VDi,2015,4.38,10
Maruti Ciaz ZDi Plus SHVS,2016,7.9,9
Hyundai Santro Xing GL,2008,1.88,17
BMW 5 Series 520d Sedan,2008,10.5,17
Maruti Baleno Delta CVT,2018,7.29,7
Ford Fiesta Diesel Titanium Plus,2012,6.0,13
Mahindra XUV500 W8 2WD,2011,6.7,14
Maruti Alto LXi,2009,1.5,16
Mini Cooper 3 DOOR D,2016,23.8,9
Mahindra XUV500 W8 4WD,2014,7.77,11
Hyundai Santro Xing GLS,2012,3.32,13
Maruti Swift VDI,2015,4.94,10
Mercedes-Benz A Class A180 CDI,2013,11.0,12
Renault KWID RXT,2016,3.4,9
Maruti Swift VDI,2013,4.17,12
Maruti Zen LXI,2005,1.25,20
Hyundai Grand i10 Magna AT,2016,5.45,9
Tata Manza Aura Quadrajet BS IV,2012,2.59,13
Mahindra XUV500 W10 AWD,2015,12.01,10
Maruti Swift Dzire 1.2 Vxi BSIV,2010,2.45,15
Audi Q3 35 TDI Quattro Premium Plus,2015,29.0,10
Mercedes-Benz New C-Class C 220 CDI Elegance AT,2010,11.99,15
Honda City i VTEC CVT VX,2015,7.9,10
Toyota Innova 2.5 GX 7 STR,2010,6.25,15
Chevrolet Beat LT,2011,1.8,14
Honda Jazz 1.2 S i VTEC,2015,4.9,10
Nissan Micra XL Primo,2010,2.25,15
Maruti Ciaz AT ZXi,2017,8.89,8
Toyota Fortuner 4x2 AT,2012,15.0,13
Ford Aspire Ambiente Diesel,2018,5.65,7
Maruti Ertiga ZDI,2014,7.0,11
Maruti Alto 800 LXI,2016,2.95,9
Honda Brio V MT,2013,3.3,12
Hyundai Verna Transform CRDi VGT SX ABS,2010,3.5,15
Honda City 1.5 GXI,2007,2.3,18
Hyundai Creta 1.6 CRDi SX,2017,13.69,8
Toyota Etios Liva GD,2013,3.1,12
Hyundai Sonata Transform 2.4 GDi MT,2014,12.75,11
Hyundai Creta 1.6 CRDi SX Option,2017,13.75,8
Honda Jazz 1.2 SV i VTEC,2017,6.75,8
Volkswagen Vento Diesel Comfortline,2014,5.25,11
Mahindra XUV500 W6 2WD,2015,8.75,10
Mahindra TUV 300 2015-2019 T8,2017,8.87,8
Honda Accord 2001-2003 2.3 VTi L AT,2010,6.5,15
Maruti Ertiga VDI,2012,4.5,13
Mahindra Ssangyong Rexton RX5,2012,12.5,13
Toyota Fortuner 4x2 AT,2014,16.8,11
Maruti Ertiga ZDI,2016,8.75,9
Hyundai Elantra CRDi SX AT,2013,8.5,12
Hyundai i10 Magna 1.2,2011,2.21,14
Maruti Omni MPI STD BSIV,2012,1.6,13
Honda Amaze VX AT i-Vtech,2016,6.25,9
Honda Civic 2006-2010 1.8 V AT,2007,2.25,18
Mercedes-Benz CLA 200 CDI Sport,2019,25.75,6
Skoda Superb 1.8 TFSI MT,2010,6.75,15
Maruti Ciaz ZDi Plus SHVS,2015,6.25,10
Ford Ecosport 1.5 DV5 MT Titanium Optional,2013,5.1,12
Mercedes-Benz M-Class ML 320 CDI,2009,10.75,16
Hyundai Grand i10 CRDi Sportz,2016,5.7,9
Volkswagen Vento Diesel Breeze,2013,5.95,12
Chevrolet Beat Diesel LT,2012,2.4,13
Mahindra Quanto C6,2013,3.49,12
Hyundai i10 Asta 1.2 AT with Sunroof,2011,4.0,14
Toyota Etios Liva 1.4 GD,2013,3.85,12
Toyota Corolla Altis 2008-2013 1.8 VL AT,2010,3.95,15
Hyundai i10 Magna 1.2,2013,3.0,12
Ford Figo Aspire 1.2 Ti-VCT Titanium,2018,6.7,7
Maruti Ritz ZXi,2016,6.14,9
Hyundai i20 Sportz AT 1.4,2012,4.4,13
Maruti Swift Dzire LDI,2017,4.25,8
BMW 7 Series 2007-2012 750Li,2010,25.93,15
Maruti S Cross DDiS 320 Alpha,2016,7.0,9
Toyota Fortuner 4x4 AT,2017,25.12,8
Hyundai EON 1.0 Magna Plus Option O,2017,4.45,8
Hyundai i20 1.4 CRDi Magna,2011,2.4,14
Volkswagen Vento Diesel Highline,2012,4.33,13
Maruti Swift Dzire VXi AT,2017,6.93,8
Hyundai i20 Magna 1.4 CRDi,2014,4.25,11
Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency,2010,12.5,15
Hyundai Grand i10 Sportz,2015,4.9,10
Hyundai i20 1.4 CRDi Sportz,2014,4.5,11
Renault KWID RXT,2016,3.0,9
Hyundai Xcent 1.2 Kappa AT SX Option,2015,5.8,10
Volkswagen Vento Petrol Highline,2011,3.33,14
Chevrolet Cruze LTZ AT,2015,6.62,10
Nissan Terrano XL 110 PS,2015,5.75,10
Hyundai Verna 1.6 SX,2012,6.2,13
Maruti Celerio VXI AMT,2015,3.5,10
Maruti Wagon R LXI,2010,2.0,15
Hyundai i20 Magna Optional 1.4 CRDi,2012,4.0,13
Audi A4 1.8 TFSI,2011,9.5,14
BMW X1 sDrive20d,2013,17.5,12
Skoda Rapid 1.6 MPI AT Elegance Plus,2015,6.11,10
Hyundai i10 Magna,2014,3.75,11
Mitsubishi Pajero 2.8 GLX CRZ,2007,6.2,18
Honda City i DTEC SV,2014,6.15,11
Maruti Alto K10 2010-2014 VXI,2012,2.4,13
Maruti Swift Ldi BSIII,2009,2.15,16
Hyundai Grand i10 Magna,2016,3.75,9
Ford Figo Petrol ZXI,2011,2.15,14
Hyundai Grand i10 SportZ Edition,2015,4.75,10
Maruti SX4 Vxi BSIV,2010,2.45,15
Honda City i-VTEC VX,2017,11.15,8
Renault Duster 110PS Diesel RxZ AMT,2016,8.9,9
Honda Amaze S i-Dtech,2014,4.35,11
Toyota Innova 2.5 Z Diesel 7 Seater,2015,12.0,10
BMW 3 Series 320d Highline,2009,8.5,16
Hyundai i10 Magna 1.1 iTech SE,2017,4.27,8
Renault Duster 85PS Diesel RxL Optional with Nav,2012,4.25,13
Mitsubishi Outlander 2.4,2010,9.25,15
Maruti Vitara Brezza LDi,2017,8.61,8
Mercedes-Benz R-Class R350 CDI 4MATIC,2010,28.0,15
Ford EcoSport 1.5 Diesel Titanium,2018,9.25,7
Hyundai Verna 1.6 CRDI AT SX Option,2016,8.6,9
Volkswagen Polo 1.2 MPI Highline,2018,7.53,7
Renault Duster 110PS Diesel RxL,2014,5.75,11
Honda Brio S Option AT,2012,4.15,13
Ford Figo 2015-2019 1.2P Titanium MT,2017,5.84,8
Audi A6 2.0 TDI Design Edition,2012,16.5,13
BMW X5 2014-2019 xDrive 30d Design Pure Experience 7 Seater,2015,43.0,10
Hyundai i10 Sportz Option,2013,3.55,12
Hyundai i20 1.2 Asta Option,2018,8.9,7
Skoda Octavia L and K 1.9 TDI MT,2006,2.5,19
Hyundai Verna Transform SX VGT CRDi,2010,3.85,15
Hyundai Verna 1.6 SX VTVT (O) AT,2012,7.5,13
Hyundai Getz GVS,2005,1.8,20
Ford Figo Diesel EXI,2010,2.25,15
Audi A6 2011-2015 35 TDI Technology,2015,24.25,10
Volkswagen Polo 1.2 MPI Highline,2015,4.35,10
BMW X1 sDrive20d,2012,11.5,13
Honda City i VTEC SV,2014,4.75,11
Hyundai i20 Sportz Option Diesel,2012,4.99,13
Honda Jazz 1.2 V CVT i VTEC,2018,9.15,7
Maruti Swift 1.3 VXi,2006,2.35,19
Honda CR-V 2.4 AT,2014,13.99,11
Mercedes-Benz A Class A180 CDI,2014,19.75,11
Mahindra XUV500 AT W10 AWD,2018,16.77,7
Mahindra Bolero SLX 2WD,2006,2.5,19
Renault Scala RxL AT,2013,3.65,12
Land Rover Freelander 2 HSE SD4,2012,23.5,13
Maruti Alto 800 VXI,2017,3.11,8
Toyota Etios G,2013,4.57,12
Hyundai i20 Sportz Option,2014,5.32,11
Hyundai i10 Sportz,2012,3.2,13
Maruti Swift VDI BSIV,2016,5.63,9
Hyundai EON Magna Plus,2015,3.0,10
BMW 3 Series 320d,2010,9.25,15
Tata Indigo XL Classic Dicor,2011,1.2,14
Maruti Alto 800 LXI,2015,2.15,10
Volkswagen Polo Diesel Highline 1.2L,2010,3.05,15
Toyota Corolla Altis VL AT,2014,11.5,11
Hyundai Santro Xing GLS,2008,2.3,17
Maruti Swift ZXI,2016,4.95,9
Renault Scala Diesel RxL,2013,4.75,12
Maruti Vitara Brezza ZDi Plus,2018,10.15,7
Nissan Micra XV,2011,2.65,14
Ford Figo Diesel EXI,2015,3.8,10
Honda CR-V 2.0 AT,2017,16.68,8
Nissan Terrano XV 110 PS,2014,5.0,11
Toyota Etios Liva 1.2 G,2011,3.75,14
Hyundai i20 Asta 1.4 CRDi,2013,4.11,12
Ford Figo Aspire 1.2 Ti-VCT Ambiente,2015,4.25,10
Mitsubishi Pajero 2.8 GLX CRZ,2004,3.45,21
Audi A4 2.0 TDI 177 Bhp Premium Plus,2014,22.5,11
Toyota Innova 2.0 E,2006,4.5,19
Chevrolet Aveo U-VA 1.2 LS,2007,0.9,18
Hyundai Getz GLS,2006,1.85,19
Honda Amaze S i-Dtech,2013,3.25,12
Ford Ecosport 1.5 DV5 MT Titanium Optional,2014,7.34,11
Volkswagen CrossPolo 1.5 TDI,2015,4.25,10
Hyundai Elite i20 Petrol Sportz,2016,6.45,9
Toyota Innova 2.5 V Diesel 8-seater,2011,10.75,14
Mercedes-Benz M-Class ML 250 CDI,2015,27.75,10
Maruti Wagon R LX BSIII,2005,0.99,20
Ford Endeavour 2.2 Trend AT 4X2,2016,24.0,9
Hyundai Elite i20 Petrol Sportz,2016,6.1,9
Honda WRV i-VTEC VX,2017,8.25,8
Volkswagen Polo Petrol Highline 1.2L,2013,4.65,12
Honda CR-V 2.0L 2WD MT,2014,9.75,11
Hyundai Grand i10 1.2 Kappa Asta,2014,4.4,11
Maruti Swift Dzire VXI,2014,3.99,11
BMW 5 Series 2003-2012 530d,2016,45.73,9
Ford Ecosport 1.5 DV5 MT Ambiente,2014,5.27,11
Honda City i DTec V,2016,7.25,9
Tata Indigo LS,2008,1.6,17
Renault Duster 110PS Diesel RxL,2014,6.0,11
Hyundai i10 Sportz,2010,3.0,15
Honda Jazz 1.2 SV i VTEC,2015,4.95,10
Maruti SX4 S Cross DDiS 200 Zeta,2016,8.99,9
Honda Accord VTi-L MT,2007,1.85,18
Volkswagen Polo Petrol Comfortline 1.2L,2016,6.16,9
Maruti Ritz VDi,2010,3.5,15
Honda Amaze S Petrol,2014,4.5,11
Hyundai i20 1.2 Asta Option,2017,7.75,8
Renault Duster 85PS Diesel RxL,2014,6.6,11
Hyundai Grand i10 Magna,2014,4.98,11
BMW 3 Series 320d Highline,2008,9.75,17
Ford Ecosport 1.5 DV5 MT Trend,2014,5.55,11
Volkswagen Vento 1.5 TDI Highline AT,2016,10.3,9
Honda Accord 2.4 AT,2011,7.5,14
Chevrolet Aveo 1.4,2008,1.8,17
Volkswagen Polo 1.2 MPI Highline Plus,2017,6.25,8
Mahindra Xylo D4 BS III,2015,6.8,10
Hyundai i10 Magna AT,2009,3.0,16
Mahindra XUV500 W8 4WD,2015,11.6,10
Hyundai Elantra CRDi SX,2013,6.95,12
Volkswagen Passat 1.8 TSI MT,2010,3.5,15
Hyundai Grand i10 1.2 Kappa Sportz,2014,5.5,11
Hyundai i20 Asta Option 1.2,2015,5.65,10
Chevrolet Enjoy TCDi LS 8 Seater,2013,3.25,12
Skoda Rapid 1.6 MPI AT Ambition Plus Alloy,2015,7.72,10
Hyundai Creta 1.6 CRDi SX,2016,12.0,9
Chevrolet Beat Diesel PS,2013,1.55,12
Toyota Fortuner 3.0 Diesel,2011,10.75,14
Hyundai i20 Sportz Option 1.2,2016,6.72,9
Audi Q7 3.0 TDI quattro,2012,28.55,13
Porsche Panamera Diesel,2013,75.0,12
Honda City i VTEC VX,2016,10.49,9
Mahindra Quanto C4,2012,3.8,13
Audi A4 2.0 TDI Multitronic,2012,18.5,13
Hyundai Sonata Transform 2.4 GDi AT,2013,6.0,12
Hyundai Verna 1.6 SX,2012,5.5,13
Maruti Wagon R LXI BS IV,2010,2.3,15
Maruti Ertiga SHVS ZDI Plus,2016,8.7,9
Hyundai Xcent 1.1 CRDi S Option,2015,4.95,10
Maruti Swift VDI,2012,4.25,13
Mahindra XUV500 W6 2WD,2017,10.94,8
BMW 5 Series 520d Luxury Line,2013,21.26,12
Toyota Corolla Altis 1.8 G,2016,11.5,9
Hyundai i20 Asta 1.4 CRDi,2015,6.0,10
Mahindra KUV 100 mFALCON G80 K2,2016,4.1,9
Maruti Alto 800 2016-2019 LXI,2013,2.01,12
Fiat Punto EVO 1.2 Emotion,2010,2.6,15
Maruti Wagon R VXI BS IV,2012,2.35,13
Mitsubishi Pajero 4X4 LHD,2012,9.15,13
Honda Brio EX MT,2013,2.9,12
Hyundai i20 Asta Option 1.4 CRDi,2017,9.18,8
Hyundai Creta 1.6 SX Plus Petrol Automatic,2016,11.45,9
Honda Amaze S i-VTEC,2017,5.53,8
Mahindra KUV 100 mFALCON G80 K6 Plus,2016,3.75,9
Honda City i-VTEC CVT VX,2018,12.5,7
Mahindra XUV500 AT W10 FWD,2017,15.5,8
Mercedes-Benz New C-Class 220 CDI AT,2013,14.5,12
Renault Duster 110PS Diesel RxZ AMT,2017,12.46,8
Volkswagen Polo 1.2 MPI Comfortline,2014,5.25,11
BMW 5 Series 520d Sedan,2012,14.5,13
Mercedes-Benz S Class 2005 2013 S 350 CDI,2009,25.0,16
Hyundai Santro GLS II - Euro II,2012,2.66,13
Jaguar XJ 3.0L Premium Luxury,2012,45.0,13
Maruti Swift VDI,2015,5.1,10
Honda Amaze S i-Dtech,2014,3.5,11
BMW 3 Series 320d Highline,2011,12.5,14
Hyundai Verna 1.4 EX,2012,5.55,13
Toyota Fortuner 4x2 4 Speed AT,2015,19.48,10
Maruti Swift VXI,2012,3.91,13
Chevrolet Beat LS,2010,2.19,15
Hyundai Grand i10 Asta Option AT,2017,6.89,8
Ford Figo Petrol ZXI,2011,3.47,14
Maruti Swift VXI BSIII,2010,2.85,15
Audi A4 35 TDI Premium,2016,25.64,9
Honda City V MT,2018,10.28,7
Honda Jazz V,2015,6.3,10
Volkswagen Polo 1.5 TDI Highline,2014,4.75,11
Nissan Terrano XL D Option,2013,5.8,12
Land Rover Discovery Sport SD4 HSE Luxury 7S,2016,44.5,9
Hyundai i20 Magna Optional 1.2,2014,4.65,11
Honda City 1.5 E MT,2009,3.6,16
Mahindra XUV500 W10 AWD,2015,12.25,10
Jeep Compass 2.0 Limited Option 4X4,2017,20.0,8
Mahindra XUV500 W10 AWD,2017,16.0,8
Mahindra Scorpio VLX 4WD AIRBAG AT BSIV,2011,6.21,14
Datsun GO Plus T,2016,3.25,9
Mahindra Scorpio S6 Plus 7 Seater,2016,9.75,9
Honda Amaze S AT i-Vtech,2014,4.45,11
Honda City i-DTEC ZX,2017,12.0,8
Tata Indigo GLE,2008,0.8,17
Hyundai Grand i10 1.2 CRDi Sportz,2018,5.95,7
Hyundai Verna 1.4 CX VTVT,2014,5.25,11
Toyota Innova Crysta 2.4 VX MT,2019,22.2,6
BMW X1 sDrive20d,2012,13.5,13
Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,2015,13.5,10
Ford Figo Diesel ZXI,2014,3.47,11
Mahindra Ssangyong Rexton RX7,2013,9.5,12
Volkswagen Vento Petrol Highline,2011,4.8,14
Skoda Rapid 1.6 MPI Ambition With Alloy Wheel,2016,6.54,9
Volkswagen Polo Petrol Comfortline 1.2L,2012,3.1,13
Maruti S Cross DDiS 200 Delta,2015,7.99,10
Toyota Corolla Altis G,2009,3.3,16
Maruti Ertiga ZDI,2015,8.75,10
Hyundai i10 Asta Sunroof AT,2013,4.19,12
Mercedes-Benz CLA 200 CDI Sport,2019,30.77,6
Honda City ZX VTEC,2006,2.11,19
Mahindra KUV 100 G80 K8,2018,6.25,7
Toyota Fortuner 3.0 Diesel,2011,11.4,14
Honda City 1.5 V MT,2011,5.2,14
Audi A6 35 TDI Matrix,2017,39.84,8
Ford Figo Diesel ZXI,2013,4.45,12
Mercedes-Benz GLA Class 200 CDI,2014,19.5,11
Chevrolet Aveo U-VA 1.2 LS,2007,1.75,18
Ford Figo 2015-2019 1.5D Titanium MT,2016,5.1,9
Hyundai Elantra CRDi SX AT,2013,6.8,12
Maruti Baleno Zeta CVT,2016,5.74,9
Maruti Swift LXi BSIV,2010,3.3,15
Mercedes-Benz CLS-Class 2006-2010 350 CDI,2010,32.0,15
BMW 3 Series Luxury Line,2016,35.0,9
Maruti Dzire AMT ZDI Plus,2017,8.9,8
Hyundai Verna 1.6 SX VTVT,2011,4.0,14
Jeep Compass 2.0 Longitude,2018,19.46,7
Hyundai Sonata Embera 2.0L CRDi AT,2009,5.25,16
Tata Nexon 1.5 Revotorq XZ Plus Dual Tone,2018,9.22,7
Hyundai EON Era Plus,2013,1.8,12
BMW 5 Series 2013-2017 530d M Sport,2015,31.75,10
Maruti Ertiga VDI,2014,5.99,11
Honda Amaze E i-Vtech,2015,4.94,10
Ford Fiesta 1.4 Duratec ZXI,2007,1.5,18
Honda Civic 2006-2010 1.8 V MT,2008,3.25,17
Maruti Ertiga ZDI,2014,6.5,11
Hyundai Grand i10 CRDi Sportz,2013,3.71,12
Hyundai Xcent 1.2 VTVT E Plus,2018,5.0,7
Hyundai i10 Era,2008,1.99,17
Honda Amaze S i-Vtech,2017,4.25,8
Audi A6 2.7 TDI,2009,8.0,16
Hyundai i10 Magna 1.2 iTech SE,2011,2.95,14
Renault KWID RXT Optional,2018,3.5,7
Audi A4 New 2.0 TDI Multitronic,2012,16.0,13
Maruti Alto 800 LXI Airbag,2015,2.75,10
Honda City i VTEC VX Option,2015,6.95,10
Mercedes-Benz New C-Class C250 Avantgarde,2011,12.5,14
Audi Q5 3.0 TDI Quattro Technology,2017,36.83,8
Volkswagen Polo 1.2 MPI Comfortline,2011,2.7,14
Hyundai Creta 1.4 E Plus Diesel,2017,9.9,8
Honda City 1.5 V MT,2011,3.83,14
Honda City 1.5 S MT,2012,5.25,13
Maruti S Cross DDiS 320 Alpha,2016,7.75,9
Maruti SX4 Vxi BSIV,2010,2.46,15
Maruti Swift Dzire VDI,2014,3.96,11
Maruti Ertiga ZDI,2015,8.25,10
Hyundai i20 1.2 Spotz,2018,7.58,7
Hyundai Grand i10 CRDi Magna,2014,3.99,11
Honda City i VTEC SV,2014,6.25,11
Skoda Rapid 1.6 TDI Elegance,2013,5.0,12
Mercedes-Benz E-Class E270 CDI,2005,4.65,20
Hyundai Santa Fe 4WD AT,2016,21.37,9
Maruti Alto LXi,2007,1.75,18
ISUZU D-MAX V-Cross 4X4,2018,16.09,7
Hyundai Verna 1.4 CRDi GL,2012,4.1,13
Ford Figo Diesel ZXI,2015,3.56,10
Honda City 1.5 S MT,2010,4.21,15
Hyundai Verna 1.6 CRDi S,2015,6.6,10
Hyundai Creta 1.6 SX Plus Petrol Automatic,2018,14.35,7
Ford Ecosport 1.5 DV5 MT Titanium,2017,9.5,8
BMW X6 xDrive30d,2011,21.9,14
BMW 5 Series 2013-2017 520d Luxury Line,2016,30.45,9
Ford Figo Aspire 1.5 TDCi Ambiente,2016,5.1,9
Hyundai Verna VTVT 1.6 AT EX,2013,5.44,12
Ford Ikon 1.4 TDCi DuraTorq,2010,1.6,15
Audi A6 2011-2015 2.0 TDI,2014,16.67,11
Hyundai i20 2015-2017 Sportz AT 1.4,2012,3.85,13
Toyota Fortuner 2.8 4WD MT,2011,10.64,14
Renault KWID RXT,2016,3.5,9
Chevrolet Spark 1.0 LT,2008,1.1,17
Hyundai Verna Transform VTVT,2011,2.6,14
BMW 3 Series 320d Sport Line,2012,18.5,13
Maruti Swift Dzire VDI,2015,7.95,10
Hyundai Xcent 1.2 CRDi E Plus,2017,5.49,8
Honda Jazz V CVT,2017,6.95,8
Tata Indigo LS,2008,1.0,17
Ford Fiesta Classic 1.4 Duratorq CLXI,2013,4.45,12
Maruti S-Cross Alpha DDiS 200 SH,2016,6.99,9
Maruti SX4 Zxi with Leather BSIII,2008,3.51,17
Maruti Baleno Zeta Automatic,2018,7.54,7
Maruti Ritz LDi,2016,3.65,9
Hyundai Elantra CRDi SX AT,2016,16.0,9
Chevrolet Spark 1.0 LT,2012,1.4,13
Hyundai i20 1.2 Spotz,2017,6.45,8
Hyundai Xcent 1.1 CRDi Base,2016,4.4,9
Honda Jazz 1.2 V CVT i VTEC,2015,5.95,10
Honda Brio S MT,2013,3.9,12
Mercedes-Benz E-Class E250 CDI Avantgrade,2016,35.28,9
Tata Hexa XT,2017,14.25,8
Hyundai Xcent 1.1 CRDi Base,2017,4.5,8
Ford Ecosport 1.5 DV5 MT Titanium Optional,2015,7.5,10
Tata Nano XTA,2017,3.41,8
Honda Brio VX,2013,3.25,12
Maruti Ertiga SHVS ZDI Plus,2016,8.3,9
Hyundai i10 Sportz 1.2,2010,3.45,15
Mahindra XUV500 W10 2WD,2015,11.95,10
Volkswagen Vento Diesel Highline,2010,4.25,15
Tata Safari Storme 2012-2015 VX,2014,8.25,11
Honda Accord 2.4 Elegance M/T,2010,5.95,15
Maruti Eeco 7 Seater Standard,2016,4.3,9
Maruti Swift VDI,2012,3.9,13
Maruti Baleno Zeta Automatic,2016,6.41,9
Mahindra XUV500 W8 2WD,2015,8.36,10
Hyundai Xcent 1.2 Kappa S,2014,3.85,11
Mercedes-Benz New C-Class C 220 CDI Style,2017,36.0,8
Skoda Superb 1.8 TSI MT,2011,7.5,14
Volkswagen CrossPolo 1.5 TDI,2015,5.7,10
Maruti Ignis 1.2 Delta,2019,5.5,6
Maruti Swift VDI BSIV,2016,5.9,9
Honda City i VTEC VX Option,2015,7.75,10
BMW 5 Series 530d Highline Sedan,2010,18.0,15
Skoda Laura Ambiente,2008,4.4,17
Volkswagen Polo GT TSI,2017,8.27,8
Renault Duster 85PS Diesel RxL,2014,4.75,11
Honda City 1.5 S AT,2008,3.8,17
Volkswagen Vento Diesel Highline,2011,3.4,14
Hyundai Grand i10 Sportz,2016,4.7,9
Ford Fiesta 1.4 ZXi Duratec,2008,1.49,17
Hyundai Xcent 1.1 CRDi S,2016,4.5,9
Honda Amaze VX i-DTEC,2014,5.4,11
Honda City i VTEC CVT VX,2016,11.5,9
Renault Fluence 1.5,2012,3.5,13
BMW 5 Series 520d Luxury Line,2010,16.5,15
