Name,Year,Price,Car_Age
Maruti Wagon R VXI,2013,2.9,12
Tata Nano Lx BSIV,2012,1.38,13
Skoda Laura 1.8 TSI Ambiente,2011,5.5,14
Hyundai Verna 1.6 SX,2014,6.98,11
Hyundai EON D Lite Plus,2013,1.95,12
Audi A4 2.0 TDI 177 Bhp Premium Plus,2014,24.5,11
Toyota Innova 2.5 GX (Diesel) 7 Seater,2013,8.31,12
Mercedes-Benz M-Class ML 350 CDI,2012,36.0,13
Honda Accord 2.4 AT,2011,5.89,14
Hyundai i20 Sportz Petrol,2010,2.75,15
Hyundai Elantra CRDi SX,2012,6.25,13
Hyundai Grand i10 Asta,2014,3.5,11
Hyundai i20 Magna,2012,2.65,13
Hyundai Elantra 1.6 SX Option AT,2014,8.9,11
Toyota Corolla Altis 1.8 GL,2012,6.22,13
Mahindra XUV500 W8 2WD,2013,7.8,12
Chevrolet Cruze LTZ,2013,6.5,12
Hyundai i20 1.2 Magna,2011,2.7,14
Honda Brio S MT,2012,2.5,13
Nissan Evalia 2013 XL,2013,3.9,12
Hyundai i10 Sportz 1.2,2010,2.1,15
Chevrolet Cruze LTZ AT,2009,3.5,16
Hyundai i10 Era,2007,2.0,18
Maruti Ertiga VDI,2014,5.35,11
Honda Amaze S i-Dtech,2013,3.8,12
Hyundai i10 Sportz 1.2,2009,1.95,16
Honda City 1.3 EXI,1999,0.9,26
Toyota Innova 2.5 GX (Diesel) 7 Seater,2013,6.5,12
Mini Cooper Countryman D High,2014,19.41,11
Chevrolet Aveo 1.4 LT,2011,2.1,14
Hyundai i10 Era 1.1,2008,2.0,17
Maruti Celerio VXI AT,2014,3.8,11
Hyundai i10 Sportz,2014,3.25,11
BMW 3 Series 320d,2011,10.9,14
Chevrolet Spark 1.0 LS,2009,1.6,16
Volkswagen Vento Diesel Highline,2013,5.9,12
Toyota Fortuner 4x2 4 Speed AT,2012,14.4,13
Honda City 1.5 S MT,2011,3.6,14
Audi Q5 30 TDI quattro Premium Plus,2014,38.95,11
Maruti Ritz LDi,2014,3.6,11
Audi A4 New 2.0 TDI Multitronic,2012,10.35,13
Skoda Rapid 1.6 MPI Elegance,2014,7.0,11
Toyota Fortuner 3.0 Diesel,2011,10.85,14
Chevrolet Optra Magnum 2.0 LT BS3,2010,2.35,15
Maruti Eeco 7 Seater Standard,2014,2.9,11
Toyota Innova 2.5 LE 2014 Diesel 7 Seater,2014,10.1,11
Maruti Swift Dzire VXI,2014,4.25,11
Hyundai i20 Magna,2012,3.25,13
Ford Fiesta 1.4 Duratorq ZXI,2012,2.8,13
Ford Fiesta 1.4 Duratorq EXI,2006,1.55,19
Honda CR-V 2.4 MT,2007,4.7,18
Maruti Ritz VXi,2012,3.25,13
Maruti Swift Ldi BSIV,2014,3.75,11
Audi A7 2011-2015 3.0 TDI Quattro,2014,24.94,11
Hyundai EON D Lite Plus,2014,1.97,11
Ford Figo Diesel EXI,2010,1.4,15
Renault Scala Diesel RxL,2013,4.0,12
Audi A4 3.0 TDI Quattro Premium,2012,16.11,13
Mahindra Ssangyong Rexton RX7,2014,10.55,11
Skoda Octavia Classic 1.9 TDI MT,2002,1.6,23
Mercedes-Benz New C-Class 250 CDI Classic,2012,18.49,13
Maruti Swift ZDi,2013,4.75,12
Toyota Qualis FS B3,2002,3.65,23
BMW 5 Series 2007-2010 525d Sedan,2012,15.5,13
Mitsubishi Pajero 2.8 SFX BSIII Dual Tone,2013,11.82,12
Toyota Corolla H2,2008,2.05,17
Maruti Omni E MPI STD BS IV,2013,2.25,12
Audi A6 2011-2015 2.0 TDI,2014,20.12,11
Mercedes-Benz E-Class 200 Kompressor Elegance,2004,5.5,21
Honda City 1.5 EXI,2005,1.7,20
Audi A4 2.0 TDI,2013,13.19,12
Maruti Swift Dzire VXI,2012,3.85,13
Mahindra XUV500 W8 4WD,2014,9.0,11
Chevrolet Beat LT,2012,2.21,13
Hyundai i10 Magna AT,2009,2.6,16
Audi A4 2.0 TDI 177 Bhp Premium Plus,2014,18.0,11
Mercedes-Benz S Class 2005 2013 S 350 L,2007,9.99,18
Hyundai i10 Magna,2012,2.45,13
Volkswagen Vento Diesel Highline,2011,3.15,14
Maruti Alto LXi,2008,1.59,17
Skoda Fabia 1.2L Diesel Classic,2010,3.0,15
BMW X5 xDrive 30d,2012,21.0,13
Mercedes-Benz E-Class 2009-2013 E 220 CDI Avantgarde,2013,23.0,12
Maruti Swift VDI,2014,5.79,11
Honda City 1.5 S MT,2011,3.8,14
Tata Sumo EX,2014,4.45,11
Hyundai i20 Magna,2012,3.3,13
Fiat Linea 1.3 Dynamic,2009,1.75,16
Honda Civic 2006-2010 1.8 V AT,2011,5.5,14
Hyundai Verna VTVT 1.6 SX Option,2013,5.25,12
Hyundai i20 1.4 CRDi Magna,2011,3.75,14
Ford Fiesta 1.6 ZXI Duratec,2006,1.37,19
Hyundai i10 Sportz 1.2,2010,2.1,15
Maruti Alto LXi BSIII,2006,1.8,19
Mercedes-Benz New C-Class C 220 CDI Elegance AT,2013,12.5,12
Toyota Innova 2.0 GX 8 STR,2011,6.3,14
Toyota Fortuner 3.0 Diesel,2011,13.0,14
Maruti Swift Dzire VXI,2012,4.7,13
Skoda Superb 1.8 TSI MT,2012,3.3,13
Maruti Wagon R LXI Minor,2009,1.51,16
Renault Duster 110PS Diesel RxZ,2013,6.09,12
Hyundai Elantra CRDi SX,2012,9.0,13
Mercedes-Benz New C-Class C 220 CDI Elegance AT,2013,23.5,12
Honda Accord 2.4 A/T,2011,6.35,14
Maruti Celerio VXI,2014,3.4,11
BMW 3 Series 320d Sport,2014,21.6,11
Volkswagen Vento Diesel Trendline,2011,4.0,14
Land Rover Freelander 2 SE,2012,19.25,13
Hyundai i20 1.4 CRDi Magna,2012,3.95,13
Maruti Dzire VDI,2012,4.25,13
Maruti Ertiga VDI,2012,6.5,13
Ford Figo Petrol ZXI,2011,2.95,14
Toyota Corolla Altis 1.4 DG,2013,7.12,12
Honda City 1.5 S MT,2009,2.75,16
Hyundai Xcent 1.2 VTVT SX,2014,3.67,11
Mahindra Renault Logan 1.4 GLX Petrol,2008,2.3,17
Skoda Octavia 1.9 TDI,2008,2.2,17
Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury,2014,41.0,11
Audi A4 2.0 TDI,2013,17.5,12
Ford Ikon 1.4 TDCi DuraTorq,2009,1.99,16
Honda City 1.5 S MT,2011,4.1,14
Maruti Swift VDI BSIV,2014,5.99,11
Nissan Sunny 2011-2014 Diesel XV,2012,2.59,13
Jaguar XF 2.2 Litre Luxury,2013,26.75,12
Audi Q5 2008-2012 2.0 TDI,2011,23.0,14
Ford Figo Petrol ZXI,2014,3.35,11
Hyundai Santa Fe 4x4 AT,2012,10.75,13
Mahindra Scorpio VLX 2WD AIRBAG BSIV,2013,6.29,12
Renault Duster 110PS Diesel RxL,2014,7.75,11
Audi A4 New 2.0 TDI Multitronic,2012,13.5,13
Maruti Eeco 7 Seater Standard,2013,3.75,12
Mahindra Xylo E4,2011,3.75,14
Maruti Wagon R LXI,2006,1.5,19
Maruti Wagon R LXI BSIII,2005,1.45,20
Maruti SX4 ZXI MT BSIV,2013,4.12,12
Volkswagen Polo Diesel Trendline 1.2L,2011,2.49,14
Ford Ecosport 1.5 DV5 MT Titanium,2014,6.25,11
Toyota Innova 2.5 G3,2007,4.8,18
Hyundai EON Era Plus,2012,1.99,13
Hyundai i10 Magna 1.2,2010,2.8,15
Mercedes-Benz E-Class 2009-2013 E 200 CGI Elegance,2011,22.0,14
Mahindra Bolero SLE,2012,4.3,13
Skoda Laura Ambition 2.0 TDI CR AT,2014,9.75,11
Audi A4 2.0 TDI,2013,14.5,12
Ford Fiesta 1.4 SXi TDCi ABS,2009,2.4,16
Maruti SX4 Vxi BSIII,2008,2.11,17
Maruti Ritz AT,2012,3.6,13
Mahindra Scorpio 2.6 CRDe,2013,6.0,12
Mahindra Scorpio S4 7 Seater,2014,7.45,11
Maruti Alto LXi,2011,2.1,14
Renault Duster 110PS Diesel RxZ,2013,5.2,12
Hyundai Sonata Embera 2.0L CRDi MT,2009,4.9,16
Audi A4 2.0 TDI 177 Bhp Technology Edition,2014,25.0,11
Honda Amaze VX i-Vtech,2013,4.15,12
Hyundai i10 Magna 1.1,2011,2.1,14
Maruti Swift Dzire VXi,2008,2.4,17
Hyundai Accent GLE 1,2007,2.65,18
Mahindra XUV500 W8 2WD,2014,9.0,11
Maruti Alto K10 2010-2014 VXI,2012,2.1,13
Chevrolet Beat LT,2011,2.5,14
Audi A6 2.7 TDI,2009,8.95,16
Maruti Swift 1.3 LXI,2011,3.15,14
Honda City i DTEC SV,2014,4.45,11
Chevrolet Beat LT,2010,1.5,15
Audi A4 2.0 TDI Multitronic,2011,14.5,14
Hyundai Verna SX CRDi AT,2014,5.45,11
Hyundai i10 Sportz 1.2,2012,3.65,13
Audi A4 2.0 TDI,2013,13.5,12
Honda CR-V 2.4 AT,2008,5.4,17
Honda City i-VTEC V,2011,4.0,14
BMW 6 Series 640d Coupe,2013,45.0,12
Renault Koleos 2.0 Diesel,2011,8.0,14
Ford Figo Diesel ZXI,2013,4.1,12
Toyota Innova 2.5 V Diesel 7-seater,2006,6.25,19
Hyundai Santro LP zipPlus,2004,1.93,21
Mercedes-Benz E-Class E 220 d,2013,21.0,12
Honda Mobilio S i VTEC,2014,5.25,11
Porsche Cayenne Turbo S,2010,32.0,15
Mahindra Quanto C8,2013,3.9,12
Toyota Corolla H5,2007,2.2,18
BMW 3 Series 2005-2011 325i Sedan,2010,11.27,15
Maruti Alto 800 LXI,2013,2.41,12
Honda City 1.5 V AT,2012,5.5,13
Maruti Zen VXI,2009,1.0,16
Maruti Alto LXi,2011,2.15,14
Ford Freestyle Titanium Petrol,2007,6.0,18
Honda City i VTEC SV,2014,5.84,11
Hyundai i10 Sportz,2008,2.5,17
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2007,5.7,18
Audi Q7 3.0 TDI Quattro Technology,2012,36.5,13
Hyundai Santa Fe 2WD AT,2012,9.5,13
Honda City 1.5 V MT Exclusive,2013,4.55,12
Hyundai i20 1.4 CRDi Magna,2012,3.9,13
Mahindra Bolero SLE BSIII,2007,2.7,18
BMW 3 Series 2005-2011 325i Sedan,2009,10.3,16
BMW 3 Series 320d Sedan,2010,7.75,15
Maruti Wagon R LXI,2012,3.2,13
Maruti Ertiga ZDI,2013,4.85,12
Maruti Alto K10 LXI,2012,1.8,13
Ford Endeavour 3.0L 4X4 AT,2010,5.34,15
Volkswagen Vento Diesel Highline,2011,4.75,14
Maruti Ciaz AT ZXi,2014,6.1,11
Hyundai EON D Lite Plus,2013,3.69,12
Audi Q5 2.0 TDI Premium Plus,2012,15.0,13
Maruti Swift VDI,2013,5.65,12
Maruti Ritz VDi,2011,2.5,14
Renault Duster 110PS Diesel RxZ,2014,5.49,11
Maruti Swift Dzire VXI,2013,3.55,12
Toyota Innova 2.5 VX (Diesel) 7 Seater,2014,10.75,11
Maruti SX4 ZDI,2014,4.5,11
Mahindra XUV500 W8 2WD,2014,8.42,11
Ford Fiesta 1.4 SXi TDCi ABS,2008,2.25,17
BMW 5 Series 523i Sedan,2010,12.95,15
Audi A6 2011-2015 2.0 TDI Premium Plus,2014,25.02,11
Honda Brio 1.2 VX MT,2014,3.95,11
Honda City 1.5 V AT,2011,4.4,14
Mahindra Scorpio SLE BSIII,2010,5.5,15
Honda City V MT,2011,3.25,14
Skoda Rapid 1.6 MPI Elegance,2013,4.02,12
Volkswagen Jetta 2007-2011 2.0 TDI Trendline,2012,9.5,13
Honda Amaze EX i-Dtech,2013,4.0,12
Nissan Terrano XL 110 PS,2014,6.5,11
Maruti Alto LXi,2008,1.2,17
Hyundai i20 1.4 CRDi Magna,2012,2.74,13
Ford Figo Diesel Titanium,2013,3.9,12
Hyundai Verna 1.6 SX,2012,4.0,13
Maruti Ritz VDi,2013,5.05,12
Audi A4 2.0 TFSI,2011,12.0,14
Honda Amaze S AT i-Vtech,2014,4.75,11
Maruti Swift Dzire 1.2 Lxi BSIV,2011,3.2,14
Maruti SX4 VDI,2011,2.5,14
Ford Fiesta Titanium 1.5 TDCi,2013,3.5,12
Maruti Wagon R VXI,2010,1.75,15
Mercedes-Benz E-Class E270 CDI,2005,10.0,20
Volkswagen Polo 1.2 MPI Trendline,2014,4.5,11
Toyota Camry W4 (AT),2010,4.5,15
Mercedes-Benz New C-Class 220 CDI AT,2013,14.5,12
Maruti Alto 800 2016-2019 LXI,2013,2.1,12
Maruti Swift VXI,2012,3.65,13
Chevrolet Sail Hatchback 1.2 LS ABS,2014,3.0,11
Hyundai i20 Asta 1.4 CRDi (Diesel),2009,3.95,16
Skoda Superb 2.5 TDi AT,2012,6.75,13
Toyota Corolla Altis D-4D G,2013,6.53,12
Skoda Rapid 1.6 MPI AT Elegance,2013,4.75,12
Volkswagen Polo Petrol Comfortline 1.2L,2011,3.05,14
Volkswagen Polo Petrol Comfortline 1.2L,2010,2.4,15
Maruti Zen Estilo LXI BSIII,2007,1.3,18
Mahindra XUV500 W8 2WD,2014,7.2,11
Honda City 1.5 V MT,2010,3.0,15
Volkswagen Vento Petrol Highline,2011,3.39,14
Hyundai i20 Magna,2009,2.35,16
Maruti Ritz VDi,2012,2.85,13
Audi A6 2011-2015 2.0 TDI Premium Plus,2014,18.5,11
Renault Duster Petrol RxL,2014,5.99,11
Honda Civic 2006-2010 1.8 V MT,2008,3.0,17
Audi A4 2.0 TDI,2014,24.0,11
Toyota Fortuner 2.8 4WD MT,2010,13.7,15
Volkswagen Vento Diesel Highline,2012,5.5,13
Maruti Swift Dzire VXI,2014,3.59,11
Honda City 1.5 V MT,2009,3.8,16
Mercedes-Benz M-Class ML 350 CDI Corporate,2012,22.58,13
Ford Figo Petrol Titanium,2010,2.25,15
BMW 5 Series 2003-2012 520d,2013,19.5,12
BMW 5 Series 520d Luxury Line,2012,17.5,13
Ford Fiesta EXi 1.4 TDCi Ltd,2010,2.41,15
Land Rover Range Rover 2.2L Prestige,2014,29.93,11
Toyota Etios Liva V,2012,2.95,13
Maruti Alto LX,2009,1.02,16
Toyota Fortuner 3.0 Diesel,2009,11.0,16
Ford Ecosport 1.5 Ti VCT MT Titanium,2013,5.35,12
Hyundai Verna 1.6 VTVT EX AT,2013,5.95,12
Ford Figo Diesel Titanium,2011,2.35,14
Honda Amaze S i-Dtech,2014,4.1,11
Renault Duster 110PS Diesel RxZ,2012,5.4,13
BMW X6 xDrive30d,2013,42.5,12
Toyota Fortuner 2.8 4WD MT,2010,10.75,15
Ford EcoSport 1.0 Ecoboost Titanium Plus,2014,6.75,11
Audi A4 2.0 TDI 177 Bhp Premium Plus,2013,15.5,12
Maruti Alto K10 2010-2014 VXI,2013,2.2,12
Audi A6 3.0 TDI quattro,2011,21.0,14
Volkswagen Passat Diesel Highline 2.0 TDI,2011,5.25,14
Mahindra Logan Diesel 1.5 DLS,2011,2.0,14
Tata Nano Lx,2013,1.74,12
Honda City 1.5 V AT,2011,4.45,14
Hyundai i20 Sportz 1.4 CRDi,2014,5.64,11
Audi A4 2.0 TDI,2011,13.95,14
BMW 1 Series 118d Sport Line,2013,17.0,12
Tata Safari DICOR 2.2 LX 4x2,2012,4.6,13
Mahindra Scorpio VLX 4WD AIRBAG BSIV,2010,5.21,15
Honda City ZX VTEC,2006,1.5,19
Land Rover Range Rover Sport 2005 2012 HSE,2010,40.0,15
Maruti Alto LXi BSIII,2008,1.2,17
Hyundai i10 Asta Sunroof AT,2011,2.9,14
Chevrolet Tavera LT 9 Str BS IV,2012,4.75,13
Volkswagen Vento 1.5 TDI Trendline,2011,3.25,14
Volkswagen Jetta 2012-2014 2.0L TDI Comfortline,2012,5.0,13
Mahindra XUV500 W8 2WD,2014,9.8,11
Volkswagen Vento 1.6 Highline,2014,4.45,11
Tata Nano XT,2011,0.75,14
Ford EcoSport 1.5 TDCi Titanium,2014,5.0,11
Skoda Fabia 1.2 MPI Ambition Plus,2012,2.19,13
Volkswagen Vento Diesel Comfortline,2012,4.25,13
Mahindra Ssangyong Rexton RX7,2013,14.5,12
Nissan Terrano XL D Option,2014,5.65,11
Maruti Swift 1.3 VXi,2007,1.75,18
Toyota Corolla H4,2004,1.5,21
Hyundai i10 Sportz,2012,3.2,13
Hyundai i20 1.4 CRDi Sportz,2012,4.5,13
Honda Amaze S i-Dtech,2014,4.5,11
Hyundai Verna 1.6 SX CRDI (O) AT,2014,8.0,11
Maruti Swift VDI,2014,5.8,11
Mahindra Xylo D2 BSIV,2013,3.5,12
Ford Ecosport 1.5 DV5 MT Trend,2013,6.35,12
Chevrolet Beat LS,2010,2.0,15
Hyundai Verna 1.6 VTVT,2012,5.5,13
Hyundai Grand i10 Asta,2014,2.3,11
Renault Duster 110PS Diesel RxZ,2014,7.95,11
Hyundai i10 Sportz,2012,2.85,13
Mercedes-Benz New C-Class 220 CDI MT,2008,10.36,17
Hyundai Verna 1.6 SX CRDi (O),2013,4.35,12
Hyundai i10 Sportz,2014,3.67,11
Tata Safari Storme Explorer Edition,2014,6.0,11
Mini Cooper Convertible S,2012,22.0,13
Toyota Corolla H5,2006,1.67,19
Toyota Corolla Altis G MT,2014,7.95,11
Mahindra XUV500 W8 1.99 mHawk,2011,6.0,14
Mini Cooper 3 DOOR S,2013,21.5,12
Maruti Ritz VDi,2009,2.35,16
Volkswagen Polo Diesel Comfortline 1.2L,2012,2.65,13
Hyundai i10 Magna,2011,3.16,14
Maruti A-Star Vxi,2009,2.05,16
Maruti Wagon R Stingray LXI,2014,3.9,11
Skoda Laura Elegance 2.0 TDI CR AT,2010,4.45,15
Hyundai Grand i10 CRDi Sportz,2014,3.75,11
Hyundai i20 1.2 Sportz,2013,4.9,12
Honda City 1.5 S MT,2008,2.75,17
Hyundai i20 2015-2017 1.4 Magna ABS,2012,4.25,13
Maruti Swift VXI BSIII,2008,2.41,17
Volvo XC90 2007-2015 D5 AWD,2014,23.65,11
Honda City 1.5 S MT,2013,5.9,12
Mahindra Scorpio S2 7 Seater,2014,7.75,11
BMW 3 Series 320d,2012,15.0,13
Mercedes-Benz New C-Class C 200 CGI Elegance,2011,11.5,14
Hyundai Verna 1.6 VTVT,2012,6.2,13
Honda Amaze S i-Vtech,2014,4.12,11
Honda CR-V 2.4 AT,2007,3.8,18
Hyundai Santro Xing GL Plus,2014,2.7,11
Honda Amaze S i-Vtech,2014,3.9,11
Toyota Fortuner 4x2 AT,2014,16.5,11
Hyundai Verna 1.6 VTVT,2011,3.7,14
BMW 3 Series 320d,2013,17.99,12
Hyundai i20 Magna 1.4 CRDi (Diesel),2013,3.9,12
Ford Figo Diesel EXI Option,2012,3.12,13
Maruti Wagon R LXI BSIII,2007,1.65,18
Hyundai i10 Magna,2007,2.0,18
Toyota Fortuner 3.0 Diesel,2010,10.45,15
Ford Figo Diesel ZXI,2011,2.25,14
Hyundai Xcent 1.2 Kappa S Option,2014,3.45,11
Maruti Dzire VDI,2011,4.0,14
Honda City 1.5 S MT,2010,2.59,15
Volkswagen Polo 1.5 TDI Highline,2012,3.6,13
Chevrolet Beat Diesel LS,2014,3.7,11
BMW 5 Series 520d Luxury Line,2013,21.75,12
Maruti Alto K10 VXI,2011,3.19,14
Hyundai i10 Magna 1.1,2013,3.96,12
Nissan Sunny Diesel XV,2014,5.5,11
Maruti Ritz VXi,2014,3.5,11
Renault Pulse RxL,2014,3.1,11
Skoda Fabia 1.2 MPI Ambiente Petrol,2010,3.25,15
Toyota Innova 2.5 GX (Diesel) 7 Seater,2012,7.75,13
Toyota Fortuner 3.0 Diesel,2014,16.75,11
BMW X3 xDrive20d,2012,17.5,13
Honda City 1.5 S MT,2012,4.45,13
Nissan Micra XV CVT,2013,2.8,12
Toyota Innova 2.5 GX (Diesel) 8 Seater,2014,9.5,11
Toyota Etios Petrol TRD Sportivo,2013,4.2,12
Chevrolet Beat Diesel LS,2013,3.85,12
Honda Accord 2.4 M/T,2012,6.0,13
Maruti Alto LXi,2007,1.65,18
Skoda Octavia Ambition 2.0 TDI AT,2013,14.5,12
Toyota Innova 2.5 V Diesel 7-seater,2011,7.1,14
Toyota Corolla DX,2003,1.7,22
Hyundai i20 2015-2017 1.2 Asta,2010,2.75,15
Hyundai Verna 1.6 SX VTVT,2014,5.95,11
Maruti Omni 8 Seater BSIV,2011,1.5,14
Hyundai i10 Era 1.1,2011,2.15,14
Skoda Superb Style 1.8 TSI AT,2010,3.75,15
Honda Civic 2010-2013 1.8 V MT,2010,2.95,15
BMW 3 Series 320i Sedan,2010,10.49,15
Hyundai Santro Xing GLS,2007,1.85,18
Honda Accord 2001-2003 2.3 VTi L AT,2009,5.25,16
Maruti Ertiga VDI,2014,5.99,11
Audi Q7 3.0 TDI Quattro Premium Plus,2012,39.0,13
Tata Indica Vista Quadrajet VX,2012,2.2,13
Hyundai Verna CRDi ABS,2008,2.0,17
BMW 3 Series 320d Luxury Line,2014,21.0,11
Hyundai Grand i10 CRDi Asta,2014,4.0,11
Hyundai i10 Sportz AT,2011,3.83,14
Hyundai Santro Xing GLS,2010,1.36,15
BMW 6 Series Gran Coupe,2013,44.0,12
Maruti Swift Dzire ZDI,2012,4.25,13
Renault Duster 110PS Diesel RxL,2013,7.26,12
Mahindra Scorpio 2.6 CRDe,2005,4.0,20
Maruti Wagon R VXI BSIII,2003,0.95,22
Maruti Wagon R LXI BSIII,2007,2.2,18
Mercedes-Benz New C-Class 230 Avantgarde,2009,10.0,16
BMW 5 Series 520d Sedan,2014,17.89,11
Nissan Sunny 2011-2014 Diesel XV,2012,4.05,13
Audi Q7 3.0 TDI quattro,2011,22.0,14
Maruti Wagon R LXI,2006,1.15,19
Honda City i DTEC VX Option,2014,7.45,11
Hyundai Santro GLS II - Euro II,2011,3.15,14
BMW 3 Series 320d,2013,19.5,12
BMW 3 Series 318i Sedan,2012,15.0,13
Maruti Ritz VXi,2012,4.4,13
Chevrolet Beat LT,2010,1.6,15
Maruti Swift Dzire VXI,2014,4.9,11
Maruti Ertiga ZDI,2014,5.95,11
Honda Amaze VX AT i-Vtech,2014,5.4,11
Skoda Octavia Ambiente 1.9 TDI MT,2002,1.9,23
Toyota Innova 2.5 EV Diesel MS 8 Str BSIII,2006,4.95,19
Hyundai EON D Lite Plus,2013,2.5,12
Maruti Swift VDI,2012,4.4,13
Mitsubishi Pajero 2.8 GLX Sports,2008,7.99,17
Volvo S80 D5,2008,10.99,17
Toyota Fortuner 4x2 AT,2014,18.5,11
Maruti Swift Dzire VDI,2014,5.17,11
Hyundai Verna 1.6 SX,2011,4.5,14
Mahindra Scorpio VLX 2WD BSIV,2014,6.75,11
Hyundai i10 Era,2013,3.12,12
Toyota Innova 2.5 G (Diesel) 8 Seater,2011,8.25,14
Toyota Innova 2.5 G (Diesel) 8 Seater,2013,12.6,12
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2008,4.75,17
Volkswagen Vento Diesel Highline,2011,2.9,14
Mahindra Ssangyong Rexton RX7,2014,9.47,11
Hyundai i10 Magna,2008,1.95,17
Hyundai i10 Sportz 1.2,2011,2.2,14
Honda Amaze S i-Vtech,2013,4.35,12
Hyundai Grand i10 Asta,2013,3.55,12
Hyundai i10 Sportz,2012,4.52,13
BMW X1 sDrive 20d Exclusive,2012,12.75,13
Audi A4 2.0 TDI 177 Bhp Premium Plus,2014,20.04,11
Nissan Terrano XL 85 PS,2014,6.5,11
Mitsubishi Montero 3.2 GLS,2007,7.5,18
Honda Civic 2006-2010 1.8 (E) MT,2007,2.5,18
Hyundai i10 Sportz 1.2,2011,3.2,14
Renault Duster 85PS Diesel RxL Optional,2013,6.69,12
Tata Xenon XT EX 4X4,2014,5.9,11
Hyundai i20 Magna,2009,2.25,16
Maruti Swift Dzire VDI,2013,4.5,12
Mercedes-Benz New C-Class 220 CDI AT,2010,11.5,15
Tata Nano Cx,2010,0.5,15
Maruti Ritz VDi,2012,3.52,13
BMW 3 Series 320d Prestige,2014,17.55,11
Maruti Swift Dzire VDI,2013,6.95,12
Renault Scala RxL,2013,2.4,12
Chevrolet Cruze LTZ AT,2013,5.25,12
Maruti Swift Dzire ZXi,2012,4.25,13
Tata Indigo CS LX (TDI) BS III,2008,1.5,17
Tata Indica Vista Quadrajet LS,2014,2.5,11
Ford Fiesta 1.4 TDCi EXI,2006,1.55,19
BMW 5 Series 520d Sedan,2012,18.0,13
Honda Brio S MT,2012,3.25,13
Audi A4 1.8 TFSI,2010,8.5,15
Maruti Alto 800 2016-2019 LXI,2014,2.75,11
Hyundai Verna Transform SX VTVT,2011,3.4,14
Maruti Ertiga ZDI,2013,7.0,12
Chevrolet Optra Magnum 1.6 LT ABS BS3,2012,3.21,13
Volkswagen Vento 1.5 TDI Highline,2014,6.5,11
Honda City i VTEC SV,2014,5.49,11
Hyundai Getz GLS ABS,2005,0.8,20
Maruti Swift Dzire VDi,2009,3.5,16
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2008,5.9,17
Audi Q5 2.0 TDI Technology,2014,35.0,11
BMW X5 3.0d,2010,18.46,15
Ford Figo Petrol Titanium,2010,2.4,15
Maruti Wagon R VXI,2002,1.0,23
Hyundai i10 Era,2012,2.65,13
Audi A6 2.8 FSI,2008,10.5,17
Ford Ecosport 1.5 DV5 MT Titanium,2013,4.9,12
Maruti Swift 1.3 VXi,2014,4.24,11
Mercedes-Benz New C-Class C 220 CDI CLASSIC,2013,14.25,12
Hyundai i10 Sportz AT,2012,3.41,13
Honda City 1.5 S MT,2009,2.78,16
Maruti Wagon R VXi BSII,2012,2.3,13
Maruti A-Star Lxi,2009,2.25,16
Maruti Wagon R LXI,2011,3.36,14
Honda Mobilio E i VTEC,2014,4.25,11
Hyundai i10 Magna,2012,4.3,13
Skoda Superb 3.6 V6 FSI,2010,6.0,15
Skoda Laura 1.8 TSI Ambiente,2011,3.75,14
Ford Figo Diesel LXI,2010,2.5,15
Volvo S60 D3,2012,12.0,13
Audi A8 L 3.0 TDI quattro,2009,13.5,16
Hyundai Verna 1.6 SX CRDI (O) AT,2014,5.1,11
BMW 3 Series 320d,2011,10.3,14
Hyundai Verna 1.6 SX,2014,5.7,11
Maruti Wagon R VXI,2014,3.41,11
Ford Figo Diesel EXI,2010,2.4,15
Tata Indigo LS,2006,1.0,19
Mahindra Scorpio DX 2.6 Turbo 8 Str,2006,3.25,19
Hyundai Tucson CRDi,2007,5.0,18
Hyundai Santro Xing GLS,2008,2.25,17
Porsche Panamera Diesel 250hp,2014,51.52,11
Jaguar XF 2.2 Litre Luxury,2014,31.0,11
Audi A6 3.0 TDI quattro,2008,11.5,17
Volkswagen Vento 1.5 TDI Highline,2013,4.4,12
Toyota Etios VX,2012,2.99,13
Honda Brio VX AT,2014,4.95,11
Hyundai Verna CRDi,2011,5.1,14
Honda CR-V 2.4L 4WD MT,2008,3.9,17
Maruti Swift Dzire VXI,2014,5.39,11
Maruti Swift Dzire VDi,2009,3.0,16
Maruti Swift Dzire ZDI,2012,4.3,13
Ford Fiesta 1.4 ZXi TDCi ABS,2010,2.75,15
Maruti Wagon R Vx,2001,0.7,24
Ford Figo Diesel EXI,2014,2.55,11
Tata Manza Aqua Quadrajet BS IV,2014,3.54,11
Honda Civic 2006-2010 1.8 S MT,2009,4.25,16
Maruti Alto LX BSIII,2007,1.2,18
BMW 5 Series 520d Luxury Line,2013,19.5,12
Maruti Ritz VDi,2012,3.9,13
Maruti Eeco 7 Seater Standard,2011,2.25,14
Maruti Swift Dzire 1.2 Vxi BSIV,2012,3.25,13
Maruti Wagon R LXI,2010,2.35,15
Hyundai Santa Fe 2WD AT,2014,12.9,11
Hyundai i20 Sportz 1.2,2013,3.65,12
Hyundai Verna 1.6 SX VTVT (O),2014,7.5,11
